,y_test,predictions,precision,recall
42291,0,0,0.08415794929789841,0.8147810218978102
48784,0,0,0.08415794929789841,0.8147810218978102
18666,0,0,0.08415794929789841,0.8147810218978102
88987,0,1,0.08415794929789841,0.8147810218978102
35284,0,0,0.08415794929789841,0.8147810218978102
39338,0,1,0.08415794929789841,0.8147810218978102
80132,0,0,0.08415794929789841,0.8147810218978102
35221,0,0,0.08415794929789841,0.8147810218978102
62754,0,0,0.08415794929789841,0.8147810218978102
29914,0,0,0.08415794929789841,0.8147810218978102
97681,0,0,0.08415794929789841,0.8147810218978102
13849,0,0,0.08415794929789841,0.8147810218978102
30935,0,0,0.08415794929789841,0.8147810218978102
50992,0,1,0.08415794929789841,0.8147810218978102
76961,0,1,0.08415794929789841,0.8147810218978102
72430,0,1,0.08415794929789841,0.8147810218978102
68087,0,0,0.08415794929789841,0.8147810218978102
86985,0,0,0.08415794929789841,0.8147810218978102
68504,0,1,0.08415794929789841,0.8147810218978102
71182,0,1,0.08415794929789841,0.8147810218978102
58929,0,1,0.08415794929789841,0.8147810218978102
31404,0,1,0.08415794929789841,0.8147810218978102
68108,0,0,0.08415794929789841,0.8147810218978102
63118,0,0,0.08415794929789841,0.8147810218978102
22554,0,1,0.08415794929789841,0.8147810218978102
54419,0,1,0.08415794929789841,0.8147810218978102
82705,0,1,0.08415794929789841,0.8147810218978102
82823,0,1,0.08415794929789841,0.8147810218978102
10025,0,0,0.08415794929789841,0.8147810218978102
70488,0,1,0.08415794929789841,0.8147810218978102
9813,0,1,0.08415794929789841,0.8147810218978102
1009,1,1,0.08415794929789841,0.8147810218978102
63062,0,1,0.08415794929789841,0.8147810218978102
77407,0,1,0.08415794929789841,0.8147810218978102
42228,0,0,0.08415794929789841,0.8147810218978102
1682,0,0,0.08415794929789841,0.8147810218978102
84637,0,1,0.08415794929789841,0.8147810218978102
37123,0,1,0.08415794929789841,0.8147810218978102
6877,0,1,0.08415794929789841,0.8147810218978102
32702,0,1,0.08415794929789841,0.8147810218978102
29123,0,1,0.08415794929789841,0.8147810218978102
97952,0,1,0.08415794929789841,0.8147810218978102
31101,0,1,0.08415794929789841,0.8147810218978102
99868,0,0,0.08415794929789841,0.8147810218978102
49802,0,1,0.08415794929789841,0.8147810218978102
27882,0,1,0.08415794929789841,0.8147810218978102
31495,0,1,0.08415794929789841,0.8147810218978102
15528,0,1,0.08415794929789841,0.8147810218978102
73282,0,0,0.08415794929789841,0.8147810218978102
31524,0,1,0.08415794929789841,0.8147810218978102
59089,0,1,0.08415794929789841,0.8147810218978102
5448,1,1,0.08415794929789841,0.8147810218978102
9252,0,1,0.08415794929789841,0.8147810218978102
76653,0,1,0.08415794929789841,0.8147810218978102
1519,0,1,0.08415794929789841,0.8147810218978102
15277,0,1,0.08415794929789841,0.8147810218978102
54435,0,1,0.08415794929789841,0.8147810218978102
89743,0,1,0.08415794929789841,0.8147810218978102
33093,0,0,0.08415794929789841,0.8147810218978102
97752,0,1,0.08415794929789841,0.8147810218978102
16319,0,0,0.08415794929789841,0.8147810218978102
34329,0,0,0.08415794929789841,0.8147810218978102
40269,0,0,0.08415794929789841,0.8147810218978102
40593,0,1,0.08415794929789841,0.8147810218978102
18681,0,0,0.08415794929789841,0.8147810218978102
13660,0,1,0.08415794929789841,0.8147810218978102
5751,0,1,0.08415794929789841,0.8147810218978102
88229,0,0,0.08415794929789841,0.8147810218978102
2354,0,0,0.08415794929789841,0.8147810218978102
55373,0,1,0.08415794929789841,0.8147810218978102
97384,0,0,0.08415794929789841,0.8147810218978102
38497,0,1,0.08415794929789841,0.8147810218978102
68150,0,1,0.08415794929789841,0.8147810218978102
87414,0,0,0.08415794929789841,0.8147810218978102
39320,0,1,0.08415794929789841,0.8147810218978102
70631,0,0,0.08415794929789841,0.8147810218978102
81429,0,1,0.08415794929789841,0.8147810218978102
65455,0,0,0.08415794929789841,0.8147810218978102
86429,0,0,0.08415794929789841,0.8147810218978102
70408,0,0,0.08415794929789841,0.8147810218978102
13607,0,1,0.08415794929789841,0.8147810218978102
35057,0,1,0.08415794929789841,0.8147810218978102
84872,0,1,0.08415794929789841,0.8147810218978102
65013,0,0,0.08415794929789841,0.8147810218978102
92969,0,0,0.08415794929789841,0.8147810218978102
93995,1,0,0.08415794929789841,0.8147810218978102
61164,0,1,0.08415794929789841,0.8147810218978102
66632,0,0,0.08415794929789841,0.8147810218978102
49872,0,0,0.08415794929789841,0.8147810218978102
2510,0,1,0.08415794929789841,0.8147810218978102
88636,0,0,0.08415794929789841,0.8147810218978102
44645,0,0,0.08415794929789841,0.8147810218978102
28612,0,0,0.08415794929789841,0.8147810218978102
96597,0,1,0.08415794929789841,0.8147810218978102
74450,0,0,0.08415794929789841,0.8147810218978102
88679,0,1,0.08415794929789841,0.8147810218978102
19544,0,0,0.08415794929789841,0.8147810218978102
72013,0,0,0.08415794929789841,0.8147810218978102
98526,0,1,0.08415794929789841,0.8147810218978102
8356,0,1,0.08415794929789841,0.8147810218978102
37258,0,0,0.08415794929789841,0.8147810218978102
80496,0,0,0.08415794929789841,0.8147810218978102
91392,0,1,0.08415794929789841,0.8147810218978102
32722,0,1,0.08415794929789841,0.8147810218978102
2361,0,0,0.08415794929789841,0.8147810218978102
73632,0,1,0.08415794929789841,0.8147810218978102
93007,0,1,0.08415794929789841,0.8147810218978102
48662,0,1,0.08415794929789841,0.8147810218978102
77013,0,1,0.08415794929789841,0.8147810218978102
16749,0,0,0.08415794929789841,0.8147810218978102
69104,0,1,0.08415794929789841,0.8147810218978102
37183,0,1,0.08415794929789841,0.8147810218978102
38827,0,1,0.08415794929789841,0.8147810218978102
57805,0,1,0.08415794929789841,0.8147810218978102
2826,0,1,0.08415794929789841,0.8147810218978102
96783,0,1,0.08415794929789841,0.8147810218978102
8147,0,0,0.08415794929789841,0.8147810218978102
27947,0,1,0.08415794929789841,0.8147810218978102
54532,0,0,0.08415794929789841,0.8147810218978102
79829,0,0,0.08415794929789841,0.8147810218978102
38912,0,0,0.08415794929789841,0.8147810218978102
50652,0,0,0.08415794929789841,0.8147810218978102
70163,0,1,0.08415794929789841,0.8147810218978102
31261,0,0,0.08415794929789841,0.8147810218978102
50662,0,1,0.08415794929789841,0.8147810218978102
42041,0,1,0.08415794929789841,0.8147810218978102
94927,0,1,0.08415794929789841,0.8147810218978102
42115,0,1,0.08415794929789841,0.8147810218978102
76721,0,1,0.08415794929789841,0.8147810218978102
26651,0,1,0.08415794929789841,0.8147810218978102
62177,0,1,0.08415794929789841,0.8147810218978102
22955,0,1,0.08415794929789841,0.8147810218978102
40706,0,1,0.08415794929789841,0.8147810218978102
34030,0,0,0.08415794929789841,0.8147810218978102
59859,0,0,0.08415794929789841,0.8147810218978102
44692,0,0,0.08415794929789841,0.8147810218978102
19833,0,1,0.08415794929789841,0.8147810218978102
18679,0,1,0.08415794929789841,0.8147810218978102
626,0,0,0.08415794929789841,0.8147810218978102
21708,0,1,0.08415794929789841,0.8147810218978102
30484,1,1,0.08415794929789841,0.8147810218978102
59850,0,1,0.08415794929789841,0.8147810218978102
59585,0,0,0.08415794929789841,0.8147810218978102
47164,0,1,0.08415794929789841,0.8147810218978102
50818,1,1,0.08415794929789841,0.8147810218978102
95770,1,0,0.08415794929789841,0.8147810218978102
33275,0,0,0.08415794929789841,0.8147810218978102
51321,0,1,0.08415794929789841,0.8147810218978102
98151,0,0,0.08415794929789841,0.8147810218978102
78897,0,1,0.08415794929789841,0.8147810218978102
69056,0,1,0.08415794929789841,0.8147810218978102
59828,0,0,0.08415794929789841,0.8147810218978102
62528,0,1,0.08415794929789841,0.8147810218978102
93630,0,0,0.08415794929789841,0.8147810218978102
19972,0,0,0.08415794929789841,0.8147810218978102
50747,0,0,0.08415794929789841,0.8147810218978102
41912,0,1,0.08415794929789841,0.8147810218978102
10791,0,0,0.08415794929789841,0.8147810218978102
11006,0,1,0.08415794929789841,0.8147810218978102
67461,0,1,0.08415794929789841,0.8147810218978102
49979,0,0,0.08415794929789841,0.8147810218978102
85885,0,0,0.08415794929789841,0.8147810218978102
92991,0,0,0.08415794929789841,0.8147810218978102
75144,0,0,0.08415794929789841,0.8147810218978102
28204,0,1,0.08415794929789841,0.8147810218978102
25353,0,1,0.08415794929789841,0.8147810218978102
99237,0,1,0.08415794929789841,0.8147810218978102
70242,0,0,0.08415794929789841,0.8147810218978102
26872,0,0,0.08415794929789841,0.8147810218978102
47735,0,1,0.08415794929789841,0.8147810218978102
30697,0,0,0.08415794929789841,0.8147810218978102
64600,0,0,0.08415794929789841,0.8147810218978102
97030,0,1,0.08415794929789841,0.8147810218978102
78439,0,0,0.08415794929789841,0.8147810218978102
56771,0,1,0.08415794929789841,0.8147810218978102
12757,0,0,0.08415794929789841,0.8147810218978102
69892,0,0,0.08415794929789841,0.8147810218978102
16004,0,1,0.08415794929789841,0.8147810218978102
17577,0,1,0.08415794929789841,0.8147810218978102
3853,0,0,0.08415794929789841,0.8147810218978102
17249,0,0,0.08415794929789841,0.8147810218978102
44200,0,1,0.08415794929789841,0.8147810218978102
65521,0,1,0.08415794929789841,0.8147810218978102
64289,0,1,0.08415794929789841,0.8147810218978102
77768,0,1,0.08415794929789841,0.8147810218978102
39570,0,1,0.08415794929789841,0.8147810218978102
42982,0,1,0.08415794929789841,0.8147810218978102
32890,0,0,0.08415794929789841,0.8147810218978102
54989,0,0,0.08415794929789841,0.8147810218978102
57714,1,1,0.08415794929789841,0.8147810218978102
1495,0,0,0.08415794929789841,0.8147810218978102
60938,0,1,0.08415794929789841,0.8147810218978102
99832,0,1,0.08415794929789841,0.8147810218978102
77281,0,0,0.08415794929789841,0.8147810218978102
58496,0,1,0.08415794929789841,0.8147810218978102
76083,0,0,0.08415794929789841,0.8147810218978102
99015,0,1,0.08415794929789841,0.8147810218978102
18332,0,1,0.08415794929789841,0.8147810218978102
8035,0,0,0.08415794929789841,0.8147810218978102
97077,1,1,0.08415794929789841,0.8147810218978102
52525,0,0,0.08415794929789841,0.8147810218978102
12112,0,0,0.08415794929789841,0.8147810218978102
54808,0,0,0.08415794929789841,0.8147810218978102
18112,0,1,0.08415794929789841,0.8147810218978102
46970,0,0,0.08415794929789841,0.8147810218978102
5382,0,1,0.08415794929789841,0.8147810218978102
5058,0,1,0.08415794929789841,0.8147810218978102
44888,0,1,0.08415794929789841,0.8147810218978102
83456,0,0,0.08415794929789841,0.8147810218978102
97382,0,0,0.08415794929789841,0.8147810218978102
60395,0,1,0.08415794929789841,0.8147810218978102
37880,0,1,0.08415794929789841,0.8147810218978102
15956,0,1,0.08415794929789841,0.8147810218978102
89276,0,1,0.08415794929789841,0.8147810218978102
60757,0,0,0.08415794929789841,0.8147810218978102
73066,0,1,0.08415794929789841,0.8147810218978102
7843,0,1,0.08415794929789841,0.8147810218978102
58964,0,0,0.08415794929789841,0.8147810218978102
74725,0,0,0.08415794929789841,0.8147810218978102
21667,0,1,0.08415794929789841,0.8147810218978102
28886,0,0,0.08415794929789841,0.8147810218978102
19946,0,1,0.08415794929789841,0.8147810218978102
50651,0,1,0.08415794929789841,0.8147810218978102
5306,0,0,0.08415794929789841,0.8147810218978102
36025,0,0,0.08415794929789841,0.8147810218978102
3726,0,1,0.08415794929789841,0.8147810218978102
85481,1,1,0.08415794929789841,0.8147810218978102
14898,1,1,0.08415794929789841,0.8147810218978102
46936,0,1,0.08415794929789841,0.8147810218978102
84027,0,1,0.08415794929789841,0.8147810218978102
64142,1,1,0.08415794929789841,0.8147810218978102
69988,0,0,0.08415794929789841,0.8147810218978102
10740,0,0,0.08415794929789841,0.8147810218978102
78228,0,1,0.08415794929789841,0.8147810218978102
59514,0,1,0.08415794929789841,0.8147810218978102
47506,0,0,0.08415794929789841,0.8147810218978102
37316,0,1,0.08415794929789841,0.8147810218978102
13301,0,1,0.08415794929789841,0.8147810218978102
23734,0,0,0.08415794929789841,0.8147810218978102
30607,0,1,0.08415794929789841,0.8147810218978102
76556,0,1,0.08415794929789841,0.8147810218978102
62821,0,1,0.08415794929789841,0.8147810218978102
56044,0,0,0.08415794929789841,0.8147810218978102
34868,0,0,0.08415794929789841,0.8147810218978102
10136,0,1,0.08415794929789841,0.8147810218978102
71058,0,1,0.08415794929789841,0.8147810218978102
25568,0,0,0.08415794929789841,0.8147810218978102
88186,0,1,0.08415794929789841,0.8147810218978102
93380,0,1,0.08415794929789841,0.8147810218978102
18318,0,1,0.08415794929789841,0.8147810218978102
11036,0,0,0.08415794929789841,0.8147810218978102
14260,0,1,0.08415794929789841,0.8147810218978102
35353,1,1,0.08415794929789841,0.8147810218978102
18383,0,0,0.08415794929789841,0.8147810218978102
49581,0,0,0.08415794929789841,0.8147810218978102
60544,0,0,0.08415794929789841,0.8147810218978102
91558,0,1,0.08415794929789841,0.8147810218978102
80032,0,0,0.08415794929789841,0.8147810218978102
80672,0,1,0.08415794929789841,0.8147810218978102
1074,0,0,0.08415794929789841,0.8147810218978102
13200,1,1,0.08415794929789841,0.8147810218978102
78335,0,1,0.08415794929789841,0.8147810218978102
14442,0,0,0.08415794929789841,0.8147810218978102
53636,0,0,0.08415794929789841,0.8147810218978102
6652,0,0,0.08415794929789841,0.8147810218978102
83111,0,0,0.08415794929789841,0.8147810218978102
8192,0,1,0.08415794929789841,0.8147810218978102
70003,0,1,0.08415794929789841,0.8147810218978102
17979,0,1,0.08415794929789841,0.8147810218978102
29984,0,1,0.08415794929789841,0.8147810218978102
31693,0,1,0.08415794929789841,0.8147810218978102
2390,1,1,0.08415794929789841,0.8147810218978102
80952,0,0,0.08415794929789841,0.8147810218978102
60782,0,1,0.08415794929789841,0.8147810218978102
54278,1,1,0.08415794929789841,0.8147810218978102
51594,0,1,0.08415794929789841,0.8147810218978102
62087,1,1,0.08415794929789841,0.8147810218978102
78568,0,0,0.08415794929789841,0.8147810218978102
91494,0,0,0.08415794929789841,0.8147810218978102
10594,0,0,0.08415794929789841,0.8147810218978102
5161,0,0,0.08415794929789841,0.8147810218978102
18254,0,1,0.08415794929789841,0.8147810218978102
4127,0,1,0.08415794929789841,0.8147810218978102
15641,1,1,0.08415794929789841,0.8147810218978102
47192,0,1,0.08415794929789841,0.8147810218978102
42187,0,0,0.08415794929789841,0.8147810218978102
66047,0,0,0.08415794929789841,0.8147810218978102
66210,0,1,0.08415794929789841,0.8147810218978102
48880,0,1,0.08415794929789841,0.8147810218978102
85576,0,1,0.08415794929789841,0.8147810218978102
14091,0,1,0.08415794929789841,0.8147810218978102
99223,0,0,0.08415794929789841,0.8147810218978102
63465,0,1,0.08415794929789841,0.8147810218978102
64283,0,1,0.08415794929789841,0.8147810218978102
30512,0,1,0.08415794929789841,0.8147810218978102
30858,0,1,0.08415794929789841,0.8147810218978102
27042,0,0,0.08415794929789841,0.8147810218978102
82904,0,0,0.08415794929789841,0.8147810218978102
68205,0,0,0.08415794929789841,0.8147810218978102
65797,0,1,0.08415794929789841,0.8147810218978102
10254,0,1,0.08415794929789841,0.8147810218978102
73281,1,1,0.08415794929789841,0.8147810218978102
68616,0,0,0.08415794929789841,0.8147810218978102
63264,0,1,0.08415794929789841,0.8147810218978102
51529,0,1,0.08415794929789841,0.8147810218978102
89434,0,0,0.08415794929789841,0.8147810218978102
34563,0,0,0.08415794929789841,0.8147810218978102
17545,1,0,0.08415794929789841,0.8147810218978102
46518,0,0,0.08415794929789841,0.8147810218978102
89763,1,1,0.08415794929789841,0.8147810218978102
9294,0,1,0.08415794929789841,0.8147810218978102
78926,0,0,0.08415794929789841,0.8147810218978102
28688,0,1,0.08415794929789841,0.8147810218978102
121,0,1,0.08415794929789841,0.8147810218978102
45881,0,1,0.08415794929789841,0.8147810218978102
64046,0,1,0.08415794929789841,0.8147810218978102
2616,0,1,0.08415794929789841,0.8147810218978102
3508,0,1,0.08415794929789841,0.8147810218978102
48940,0,0,0.08415794929789841,0.8147810218978102
61977,0,0,0.08415794929789841,0.8147810218978102
26881,0,0,0.08415794929789841,0.8147810218978102
61922,0,0,0.08415794929789841,0.8147810218978102
5253,0,1,0.08415794929789841,0.8147810218978102
61152,0,1,0.08415794929789841,0.8147810218978102
11465,0,0,0.08415794929789841,0.8147810218978102
86596,0,0,0.08415794929789841,0.8147810218978102
87496,0,1,0.08415794929789841,0.8147810218978102
47393,0,1,0.08415794929789841,0.8147810218978102
40440,0,1,0.08415794929789841,0.8147810218978102
85957,0,1,0.08415794929789841,0.8147810218978102
89390,0,1,0.08415794929789841,0.8147810218978102
66322,0,1,0.08415794929789841,0.8147810218978102
73957,0,1,0.08415794929789841,0.8147810218978102
20200,0,0,0.08415794929789841,0.8147810218978102
77390,0,0,0.08415794929789841,0.8147810218978102
21034,0,0,0.08415794929789841,0.8147810218978102
37171,0,1,0.08415794929789841,0.8147810218978102
64545,0,1,0.08415794929789841,0.8147810218978102
62190,0,1,0.08415794929789841,0.8147810218978102
11675,0,1,0.08415794929789841,0.8147810218978102
49177,1,0,0.08415794929789841,0.8147810218978102
86650,0,1,0.08415794929789841,0.8147810218978102
2750,0,0,0.08415794929789841,0.8147810218978102
33875,0,0,0.08415794929789841,0.8147810218978102
42966,0,1,0.08415794929789841,0.8147810218978102
75846,0,0,0.08415794929789841,0.8147810218978102
96650,0,1,0.08415794929789841,0.8147810218978102
7921,0,1,0.08415794929789841,0.8147810218978102
97771,1,1,0.08415794929789841,0.8147810218978102
99959,0,0,0.08415794929789841,0.8147810218978102
85922,0,1,0.08415794929789841,0.8147810218978102
24006,0,0,0.08415794929789841,0.8147810218978102
64642,0,1,0.08415794929789841,0.8147810218978102
72551,0,1,0.08415794929789841,0.8147810218978102
90581,0,1,0.08415794929789841,0.8147810218978102
42001,0,1,0.08415794929789841,0.8147810218978102
36683,0,1,0.08415794929789841,0.8147810218978102
39394,0,0,0.08415794929789841,0.8147810218978102
33958,0,1,0.08415794929789841,0.8147810218978102
27375,0,1,0.08415794929789841,0.8147810218978102
37469,0,1,0.08415794929789841,0.8147810218978102
95348,0,1,0.08415794929789841,0.8147810218978102
61609,0,1,0.08415794929789841,0.8147810218978102
13826,0,0,0.08415794929789841,0.8147810218978102
19944,0,0,0.08415794929789841,0.8147810218978102
85336,0,0,0.08415794929789841,0.8147810218978102
74908,0,0,0.08415794929789841,0.8147810218978102
12705,0,1,0.08415794929789841,0.8147810218978102
3831,1,1,0.08415794929789841,0.8147810218978102
23360,0,0,0.08415794929789841,0.8147810218978102
60046,0,1,0.08415794929789841,0.8147810218978102
96543,0,0,0.08415794929789841,0.8147810218978102
80656,0,0,0.08415794929789841,0.8147810218978102
73287,0,1,0.08415794929789841,0.8147810218978102
28621,0,0,0.08415794929789841,0.8147810218978102
24771,0,1,0.08415794929789841,0.8147810218978102
81040,0,0,0.08415794929789841,0.8147810218978102
36024,0,0,0.08415794929789841,0.8147810218978102
76165,0,0,0.08415794929789841,0.8147810218978102
52120,0,0,0.08415794929789841,0.8147810218978102
74470,0,1,0.08415794929789841,0.8147810218978102
79054,0,1,0.08415794929789841,0.8147810218978102
7881,1,1,0.08415794929789841,0.8147810218978102
23395,0,1,0.08415794929789841,0.8147810218978102
84546,0,1,0.08415794929789841,0.8147810218978102
92346,0,0,0.08415794929789841,0.8147810218978102
94826,0,0,0.08415794929789841,0.8147810218978102
67527,0,1,0.08415794929789841,0.8147810218978102
8161,0,1,0.08415794929789841,0.8147810218978102
26549,0,0,0.08415794929789841,0.8147810218978102
31143,0,1,0.08415794929789841,0.8147810218978102
89254,0,0,0.08415794929789841,0.8147810218978102
26835,0,0,0.08415794929789841,0.8147810218978102
17516,0,1,0.08415794929789841,0.8147810218978102
27854,0,1,0.08415794929789841,0.8147810218978102
50597,0,1,0.08415794929789841,0.8147810218978102
71557,0,0,0.08415794929789841,0.8147810218978102
24727,0,1,0.08415794929789841,0.8147810218978102
36736,0,1,0.08415794929789841,0.8147810218978102
55512,0,0,0.08415794929789841,0.8147810218978102
58618,0,1,0.08415794929789841,0.8147810218978102
79211,0,1,0.08415794929789841,0.8147810218978102
93098,0,1,0.08415794929789841,0.8147810218978102
79517,0,1,0.08415794929789841,0.8147810218978102
85500,0,1,0.08415794929789841,0.8147810218978102
29486,0,1,0.08415794929789841,0.8147810218978102
44540,0,1,0.08415794929789841,0.8147810218978102
93136,0,0,0.08415794929789841,0.8147810218978102
96111,0,0,0.08415794929789841,0.8147810218978102
60433,1,1,0.08415794929789841,0.8147810218978102
86468,0,1,0.08415794929789841,0.8147810218978102
35360,0,0,0.08415794929789841,0.8147810218978102
69894,0,0,0.08415794929789841,0.8147810218978102
71489,0,1,0.08415794929789841,0.8147810218978102
17365,0,0,0.08415794929789841,0.8147810218978102
70593,0,0,0.08415794929789841,0.8147810218978102
86172,0,1,0.08415794929789841,0.8147810218978102
70855,1,1,0.08415794929789841,0.8147810218978102
13040,0,0,0.08415794929789841,0.8147810218978102
65779,0,0,0.08415794929789841,0.8147810218978102
94670,0,1,0.08415794929789841,0.8147810218978102
5377,0,0,0.08415794929789841,0.8147810218978102
80142,0,0,0.08415794929789841,0.8147810218978102
57238,0,0,0.08415794929789841,0.8147810218978102
42568,0,1,0.08415794929789841,0.8147810218978102
1491,0,1,0.08415794929789841,0.8147810218978102
74608,0,0,0.08415794929789841,0.8147810218978102
53323,0,1,0.08415794929789841,0.8147810218978102
8197,0,1,0.08415794929789841,0.8147810218978102
31753,0,0,0.08415794929789841,0.8147810218978102
98812,0,1,0.08415794929789841,0.8147810218978102
42072,0,0,0.08415794929789841,0.8147810218978102
11642,0,0,0.08415794929789841,0.8147810218978102
25531,0,1,0.08415794929789841,0.8147810218978102
54855,0,0,0.08415794929789841,0.8147810218978102
39500,0,0,0.08415794929789841,0.8147810218978102
38194,1,1,0.08415794929789841,0.8147810218978102
93531,0,1,0.08415794929789841,0.8147810218978102
13773,0,0,0.08415794929789841,0.8147810218978102
7337,1,1,0.08415794929789841,0.8147810218978102
62578,0,0,0.08415794929789841,0.8147810218978102
61205,0,1,0.08415794929789841,0.8147810218978102
46963,0,0,0.08415794929789841,0.8147810218978102
72780,0,1,0.08415794929789841,0.8147810218978102
99887,0,0,0.08415794929789841,0.8147810218978102
98143,0,1,0.08415794929789841,0.8147810218978102
48802,0,1,0.08415794929789841,0.8147810218978102
37733,1,1,0.08415794929789841,0.8147810218978102
48464,1,0,0.08415794929789841,0.8147810218978102
45543,0,1,0.08415794929789841,0.8147810218978102
4807,0,0,0.08415794929789841,0.8147810218978102
58534,0,1,0.08415794929789841,0.8147810218978102
49163,0,1,0.08415794929789841,0.8147810218978102
76234,0,0,0.08415794929789841,0.8147810218978102
17046,0,0,0.08415794929789841,0.8147810218978102
7067,0,1,0.08415794929789841,0.8147810218978102
43693,0,0,0.08415794929789841,0.8147810218978102
62270,0,1,0.08415794929789841,0.8147810218978102
57521,0,1,0.08415794929789841,0.8147810218978102
37720,1,1,0.08415794929789841,0.8147810218978102
2190,0,1,0.08415794929789841,0.8147810218978102
76531,0,0,0.08415794929789841,0.8147810218978102
95815,0,0,0.08415794929789841,0.8147810218978102
88177,0,0,0.08415794929789841,0.8147810218978102
10660,0,0,0.08415794929789841,0.8147810218978102
64670,0,1,0.08415794929789841,0.8147810218978102
83802,0,1,0.08415794929789841,0.8147810218978102
4282,0,1,0.08415794929789841,0.8147810218978102
87278,0,1,0.08415794929789841,0.8147810218978102
35278,0,0,0.08415794929789841,0.8147810218978102
67826,0,1,0.08415794929789841,0.8147810218978102
3661,0,1,0.08415794929789841,0.8147810218978102
28513,0,0,0.08415794929789841,0.8147810218978102
86137,0,1,0.08415794929789841,0.8147810218978102
98824,0,0,0.08415794929789841,0.8147810218978102
92339,0,1,0.08415794929789841,0.8147810218978102
57708,1,1,0.08415794929789841,0.8147810218978102
51279,1,1,0.08415794929789841,0.8147810218978102
91243,0,0,0.08415794929789841,0.8147810218978102
53522,0,0,0.08415794929789841,0.8147810218978102
47683,0,0,0.08415794929789841,0.8147810218978102
15916,0,1,0.08415794929789841,0.8147810218978102
57706,0,0,0.08415794929789841,0.8147810218978102
79343,0,0,0.08415794929789841,0.8147810218978102
33933,0,1,0.08415794929789841,0.8147810218978102
84205,0,0,0.08415794929789841,0.8147810218978102
3351,0,0,0.08415794929789841,0.8147810218978102
75064,0,0,0.08415794929789841,0.8147810218978102
76126,0,1,0.08415794929789841,0.8147810218978102
4110,0,1,0.08415794929789841,0.8147810218978102
44306,0,0,0.08415794929789841,0.8147810218978102
1360,0,1,0.08415794929789841,0.8147810218978102
66748,0,0,0.08415794929789841,0.8147810218978102
16012,0,1,0.08415794929789841,0.8147810218978102
70417,0,1,0.08415794929789841,0.8147810218978102
904,0,0,0.08415794929789841,0.8147810218978102
48853,0,1,0.08415794929789841,0.8147810218978102
6813,0,1,0.08415794929789841,0.8147810218978102
21223,0,1,0.08415794929789841,0.8147810218978102
88366,0,1,0.08415794929789841,0.8147810218978102
55022,1,1,0.08415794929789841,0.8147810218978102
81664,0,0,0.08415794929789841,0.8147810218978102
96807,0,0,0.08415794929789841,0.8147810218978102
98519,0,1,0.08415794929789841,0.8147810218978102
93354,0,0,0.08415794929789841,0.8147810218978102
14625,0,0,0.08415794929789841,0.8147810218978102
18977,0,1,0.08415794929789841,0.8147810218978102
21309,0,1,0.08415794929789841,0.8147810218978102
30816,0,1,0.08415794929789841,0.8147810218978102
1880,0,1,0.08415794929789841,0.8147810218978102
2143,0,0,0.08415794929789841,0.8147810218978102
24077,0,0,0.08415794929789841,0.8147810218978102
29799,0,1,0.08415794929789841,0.8147810218978102
91779,0,0,0.08415794929789841,0.8147810218978102
90420,0,0,0.08415794929789841,0.8147810218978102
69243,0,1,0.08415794929789841,0.8147810218978102
9765,0,1,0.08415794929789841,0.8147810218978102
65493,0,1,0.08415794929789841,0.8147810218978102
9624,0,0,0.08415794929789841,0.8147810218978102
32995,0,1,0.08415794929789841,0.8147810218978102
631,0,0,0.08415794929789841,0.8147810218978102
69511,0,0,0.08415794929789841,0.8147810218978102
83154,0,0,0.08415794929789841,0.8147810218978102
61919,0,1,0.08415794929789841,0.8147810218978102
2870,1,1,0.08415794929789841,0.8147810218978102
95753,1,0,0.08415794929789841,0.8147810218978102
52216,0,0,0.08415794929789841,0.8147810218978102
22474,0,1,0.08415794929789841,0.8147810218978102
47597,0,1,0.08415794929789841,0.8147810218978102
46070,0,1,0.08415794929789841,0.8147810218978102
19536,0,0,0.08415794929789841,0.8147810218978102
21635,0,1,0.08415794929789841,0.8147810218978102
74912,0,0,0.08415794929789841,0.8147810218978102
10382,0,0,0.08415794929789841,0.8147810218978102
99128,0,0,0.08415794929789841,0.8147810218978102
65390,0,0,0.08415794929789841,0.8147810218978102
30260,0,0,0.08415794929789841,0.8147810218978102
2545,0,0,0.08415794929789841,0.8147810218978102
50111,0,0,0.08415794929789841,0.8147810218978102
15622,0,1,0.08415794929789841,0.8147810218978102
3458,0,1,0.08415794929789841,0.8147810218978102
54636,0,1,0.08415794929789841,0.8147810218978102
3279,0,1,0.08415794929789841,0.8147810218978102
95968,0,0,0.08415794929789841,0.8147810218978102
69541,0,0,0.08415794929789841,0.8147810218978102
83660,0,1,0.08415794929789841,0.8147810218978102
36756,0,1,0.08415794929789841,0.8147810218978102
88363,1,1,0.08415794929789841,0.8147810218978102
51477,0,0,0.08415794929789841,0.8147810218978102
65392,1,1,0.08415794929789841,0.8147810218978102
75885,0,0,0.08415794929789841,0.8147810218978102
73939,0,0,0.08415794929789841,0.8147810218978102
40791,0,1,0.08415794929789841,0.8147810218978102
51802,0,0,0.08415794929789841,0.8147810218978102
60775,0,1,0.08415794929789841,0.8147810218978102
37993,0,0,0.08415794929789841,0.8147810218978102
27877,0,1,0.08415794929789841,0.8147810218978102
65516,0,0,0.08415794929789841,0.8147810218978102
32771,0,0,0.08415794929789841,0.8147810218978102
